,0
adults,1.6496694576987458
aromantic,1.6495178041909828
proper,1.649173448603141
salt,1.6484884376451645
tattoo,1.6478220096842255
nap,1.6461217009706337
ratrascal,1.6454690531730307
bark,1.6451245729978456
aaaa,1.6448997465468542
ohio,1.6447199666110905
sandddd,1.6443006755692224
sooo,1.6436204343338616
minors,1.643449972487273
cracked,1.6431111348504812
media,1.6419881228603685
yummy,1.6417758808434282
kisses,1.640034831552936
lied,1.6398570550194034
reject,1.6397215430114847
whay,1.6396471048768233
posting,1.639076220129481
shoukd,1.6381786363277824
aaaaaaaaaaaaaaaaaaaa,1.6372226346057497
daynight,1.6370245088073552
comeback,1.6366057240069205
hahhaha,1.635812491059631
schools,1.6352759005609414
piano,1.6337037321036694
yalll,1.6326613476377168
plenty,1.632105854980157
education,1.6319753656077274
sobbing,1.6319115930053048
spotify,1.6314005214869471
clothing,1.631178871348644
report,1.6301573531598272
heavily,1.6296467498851674
il,1.6283283748890847
nauseous,1.6278456847722025
elaborate,1.62745691317503
simply,1.6272172656593034
thembday,1.6270090898985354
ahve,1.6257775661940412
knock,1.6249822368739155
noice,1.6244682453388504
advanced,1.622390644337853
grammar,1.621768488466007
hazbin,1.6206725755238471
hotel,1.6206725755238471
hayley,1.6202473486278546
base,1.6197113053505519
ud,1.619649150197246
onyx,1.6170822377485043
jacked,1.6168991766472214
cyannnn,1.6167622262456507
caraval,1.6158010346275369
yelow,1.6133098544350006
fantasy,1.6116588842710893
bathroom,1.6112884100942266
liking,1.6110958793369463
responsible,1.6110673005818215
heroin,1.6108719597723418
pyar,1.61085926750183
tiring,1.609715092400711
pregnant,1.606660552654633
snort,1.6047886680968766
saves,1.6041130987540293
lmk,1.6032696898273726
graduation,1.6031364511415163
crisis,1.6026959048109837
community,1.602275720980237
yung,1.6021771136143648
ikkk,1.6016975046537312
relapsed,1.6009689439927426
bsf,1.6009202265620832
drama,1.6003127269449202
example,1.6001571529781335
crackling,1.5999770856157736
zone,1.5992839898444509
meeee,1.5988698087680424
avocart,1.5987228591103189
verge,1.5986996514776926
peanits,1.5984881480497297
2019,1.597940465318953
1985,1.5975090421921156
pads,1.596444708270278
avoiding,1.595056995385443
bear,1.594134399335486
monsoon,1.5931806779868138
passing,1.592308838126689
july,1.5921752883278995
farted,1.5917933720168773
fixing,1.5915493213972036
outlook,1.5902584200681837
youu,1.5900937746968546
solution,1.5896289148906348
pomegranates,1.5893601715571708
prick,1.5892737187093902
haii,1.5891675413719284
wspppp,1.5889078640758738
guyss,1.5888101773531385
yelled,1.5882525187188437
jacks,1.5877926142909167
grt,1.586329408760074
wendys,1.5859257159742044
beauty,1.5859015639296359
hospitals,1.5858750716640917
jaaye,1.5854810209832189
frustration,1.585300646805411
complain,1.5849838251518324
mannequins,1.5843288996792946
pookies,1.5842339293469547
adios,1.5831585601478668
barcode,1.5831111430992035
6arelyhuman,1.5824173498385885
parent,1.5820377062312414
stresses,1.5817923072986821
vessel,1.580957106519059
rattt,1.5772752104273262
cartoon,1.5765096765446822
tier,1.5763959650406876
nt,1.576388348453753
jacking,1.5762548698513756
dirty,1.5761821222911876
guitar,1.5761655782138955
ittt,1.5751753293607065
2018,1.5735221319620316
targets,1.5731560073586222
hbu,1.57287399088356
soggy,1.5706834960199783
bread,1.5706834960199783
ki,1.568658891282991
undiagnosed,1.5686427950551454
prone,1.566124961821348
goin,1.565860184426498
haileyalexadelacruz4,1.5654765418133765
ngh,1.5651551485421558
stepped,1.5639085285023144
wakeup,1.5630342033956337
licking,1.5628931657349083
idr,1.5628109646939583
heartbreak,1.5625061629039894
powder,1.5622890887422622
anathema,1.5620509199410906
logged,1.5620033635846728
causes,1.5603676899544772
seasons,1.5601745899412163
universe,1.5600760597011245
hehehehe,1.5572449786643308
ect,1.5572382444435222
sinds,1.555563010973401
richir,1.5549467940875061
sight,1.5544366623370651
explode,1.5527563487845633
creative,1.5521861235674859
ayyyy,1.5518042825550171
understands,1.5516685432557598
allergic,1.5515723629838984
bullying,1.5512775690160165
gona,1.5508461912673313
srry,1.5502738406015042
sin,1.5501002166791709
abnormal,1.5500194253101138
bertrude,1.5497044304451362
obsessive,1.5488272677034027
replied,1.547783619814362
birds,1.546089307774649
mein,1.5458431427856487
doxxing,1.5453185369213065
concept,1.5430186064977804
moles,1.5415383099784137
mujhe,1.540361355576039
fanaa,1.540361355576039
planet,1.53987369542503
erotica,1.5389584002125924
60,1.5378354854600866
naur,1.5376060466268822
motherfucker,1.536239562262514
ava,1.5356656851890178
disc,1.5350155496000868
pleas,1.5345576335936757
tyyy,1.5338445951492
3rd,1.5337381330199011
tart,1.5333889494960993
wowie,1.532435741163061
theirs,1.5320741250282146
bust,1.5312545069995744
sory,1.5307089926984014
wifi,1.530205502114475
silence,1.5295551214100427
honey,1.529073313671315
5th,1.5290356722507041
opponent,1.527006018365837
claps,1.526519327716913
rhythm,1.5265165449440983
lake,1.5260446883727723
screenshot,1.5258852903685027
snapchat,1.5249724290956816
beetlejuice,1.52410774386711
calfs,1.5239793971352753
nighter,1.5237632513229187
absolute,1.5237365505266545
tumahimik,1.5235410695891416
topics,1.5235356013448949
worsen,1.52203319364108
tour,1.5195850089491993
minus8,1.519491889844498
gadhaman,1.519482722943224
yuh,1.5183102787648157
whiteblack,1.5179800661737193
author,1.5173988059133463
yuk,1.5172425763259716
ar,1.5165183479799274
kills,1.516508616634889
nerd,1.515378954889721
toorat,1.515247671177443
higher,1.5142985848321884
needles,1.5142860452213132
thatd,1.514053053984737
wood,1.51391703513873
lesgooo,1.51346028999956
mild,1.5133420789124323
slit,1.5122978617506684
falls,1.509705686191178
infection,1.509459607871904
cross,1.5093689139895117
suit,1.5091869496844086
sike,1.5091322950275754
bitchass,1.5091107137359363
snot,1.508824834130794
isses,1.5076222808125586
wooahhh,1.5068212462559885
judging,1.5059032029574304
retarted,1.5055999962844064
unknown,1.505261489407995
boobs,1.5051827638897257
whered,1.5050263548793552
nothings,1.5050161326608475
unlike,1.5040026526414525
batmat,1.50347422791389
wel,1.5029439342734554
sp,1.50183201364599
uuuu,1.5015290512035395
painkillers,1.5004715562056876
msgs,1.4992206334635734
lego,1.4987180868256926
bills,1.4985847376105075
intense,1.4980599876164031
meth,1.4972572759937772
subway,1.4958552197219
planning,1.4954940797854457
loll,1.4944379957162934
anonymity,1.4931547860189078
literature,1.4930077058224287
boyfriends,1.4928320462584037
arabic,1.4917678939170873
simulation,1.4917427629829767
overrated,1.490981737120123
hola,1.4897706440192333
daniel,1.4897706440192333
enter,1.4896608231297337
antartica,1.4891093432594054
laga,1.4883492272233447
ladki,1.4883492272233447
knwo,1.48823217828869
cries,1.4877783375927882
hopeless,1.4874400495171143
impersonated,1.4872508320363207
air,1.4861280018128122
precious,1.4860219474648484
pleaseee,1.485894553982537
yoooo,1.4858629505375593
habit,1.4849796324798272
instagram,1.484124143343324
bam,1.4838501778788635
triggering,1.483689503875325
bite,1.4827887358106613
shucks,1.4827086182754468
nasty,1.4820992376700963
45,1.4819180097744076
experiences,1.4818673209779731
pushed,1.4815507239542407
liquid,1.4808737189854213
pictures,1.4807035945896558
harlot,1.4787008667381698
cake,1.4785982390168697
christians,1.4784106341828793
gon,1.478405090109024
paralyzed,1.4776637468792064
stink,1.4772264675356075
greetings,1.4768633838473932
hae,1.4760137862720493
smokes,1.4758629276680821
spoilers,1.4756791688749582
donna,1.4756353187137154
aaaaaa,1.4754926575128877
raise,1.472195740237058
stood,1.4714919891633111
flow,1.4713526304824083
upp,1.4709842443477172
threatened,1.4705738117680913
maare,1.4703507534010831
actor,1.4703272817849105
potato,1.470124391202872
bothered,1.4699573104785097
hugging,1.4695478049640225
graham,1.4689805332865302
shared,1.4689493151466326
repeating,1.4689286398501507
memory,1.4687594117450786
ants,1.4685470928183904
intentions,1.4678436357261357
alike,1.467756883080879
slur,1.4677350706965773
swag,1.4670548714502545
impersonate,1.4661307162413801
sluts,1.4658121762347969
walking,1.465583059773893
decoding,1.4653580092837548
aaaaaaaaaaa,1.463227791539194
treating,1.4624488942635687
goddamn,1.4622603809051922
kaya,1.461819598400489
touchy,1.4617333336366454
stan,1.4608619977438357
paw,1.4595180977348914
841,1.458860541469491
deadass,1.4587687220149155
que,1.4585364630467919
yun,1.4581749520750955
tastes,1.4579524722679391
edamame,1.4570584380275675
government,1.4566293097961203
letter,1.4565429905187568
bleed,1.4560665809418225
yelloww,1.4558417422208114
aids,1.4552964508483406
burning,1.4536384401281213
cheek,1.45351314482551
realistic,1.4522921523670496
reverse,1.451519263565441
hod,1.4506195231276469
underground,1.4488832745400706
walang,1.4483682181558946
morae,1.4469653171153534
huggg,1.4469167620088594
2023,1.4467909333237832
pan,1.4465837807237376
grandma,1.4461464045001222
someday,1.4457371878848126
53,1.4453319167810021
diabetes,1.4449618073702482
molly,1.444954353508278
bigger,1.4444293679923932
baddie,1.4443165403284228
hlepe,1.4440891943093406
thatll,1.4440554860877852
ahhhhhhh,1.4437938828677193
scrappy,1.4430807773900463
vision,1.4424980383577326
hw,1.4417906221898067
cared,1.440755677173107
givingbday,1.4407280066983437
cart,1.4403969925842475
gootch,1.4398491422622173
doodoo,1.4398491422622173
feelin,1.439815835114544
seaaa,1.4397866038213425
telephone,1.439590628114101
poles,1.439590628114101
ethnically,1.4394139072041954
laid,1.439334481374241
forreal,1.4389068219912073
boom,1.4383990028998421
smoked,1.4381139588045437
normally,1.4380860353306235
spending,1.4372060995740743
vanessa,1.437115757592271
410,1.4362218835473097
roh,1.4351103171958095
irish,1.4347698615667956
colored,1.4339697382745356
cassio,1.433887365370233
bratty,1.4338421067129146
hurry,1.4327559624923811
aaaaaahhhh,1.4326484306998246
20s,1.4326346625832858
nake,1.432163050914467
privilage,1.4320619954381235
creampie,1.4304914585678317
fourth,1.4289721521059455
waht,1.4284491365584924
whey,1.4277887552364625
25th,1.4275580077015255
heck,1.4256602180142393
duolingo,1.4246678100572523
junkies,1.4236572349043697
interresting,1.4231899573205842
slam,1.4229096347938242
bears,1.4227494234749547
noted,1.4217906521148937
reached,1.4207136544573604
flop,1.4205852607494078
shits,1.4203258851482818
flowers,1.420233026316226
household,1.4195003331697564
hatred,1.4191903071743983
satanism,1.4187960882776252
initials,1.4183999190069254
daale,1.4181615897398498
monsters,1.4174898158472327
fandom,1.417431118824855
healthier,1.4165670779350712
terror,1.4142135623730951
feather,1.4142135623730951
keigo,1.4142135623730951
dealing,1.4140646325498025
mre,1.4139364777524395
built,1.4121889194770731
meeting,1.4121501395116565
vintage,1.4117024736115509
guide,1.4112871469944612
volunteer,1.4107828967643592
slap,1.4104125546357733
tani,1.4103823790626562
drier,1.4102201303298791
skylae,1.4098999797859113
version,1.4086780510378083
horrifying,1.4082343590434385
row,1.40815314632905
labels,1.406720641385811
loooove,1.4064636780353577
disconnected,1.4061393527545178
spill,1.405926583183387
switch,1.4055390766848272
abc,1.4050188232678682
thattt,1.40396336584506
nu,1.4025097417127865
raphael,1.4024091076536669
pies,1.4019723570383307
sneak,1.4012815837179948
est,1.4009788412015785
martha,1.4007410705033785
youtuber,1.3984831391273613
toll,1.3979883770772819
bump,1.3979664026241885
sisterbday,1.3975845228059371
scar,1.3973883840936416
supernatural,1.396196431660087
assault,1.3960449328845965
october,1.3955140339024514
gained,1.3950009624601338
fans,1.3945307485136702
chip,1.394264529029223
meal,1.3940417860101384
snaps,1.3933870397689527
local,1.3933312822239692
mantra,1.3933064405363473
burnt,1.3925163264954308
teenager,1.3920182625098483
belive,1.3919486622145703
stalk,1.3917351916086875
brave,1.390818036904817
invisible,1.390472461339729
development,1.3900677373589931
wym,1.3896353219127953
revolve,1.389589809506064
jusr,1.3893654176889334
picked,1.3893194316056845
boundaries,1.3891260602359945
bubye,1.3879192432711576
ooohhh,1.3874759256432523
naw,1.3866803893102437
oc,1.386633894341673
bringing,1.385417040121013
delete,1.3853174658010627
pehla,1.3852805744484098
hooonk,1.3852805744484098
fir,1.384338834165923
alll,1.3840694620104708
33,1.383805466194446
career,1.3830643733683172
apologized,1.3826985263572338
tdy,1.3820066880490445
doodleberry,1.3819569702142842
coin,1.3819391447439728
lover,1.3818527599416297
frequently,1.3812949048530074
classmate,1.3810522670058978
sat,1.3793002563344219
hon,1.3791027909409928
cryyyy,1.3789783110411906
forced,1.377874191293002
internal,1.377780955973019
stealing,1.3772214000799212
babyyyy,1.3771631342982977
thnk,1.3764770150803143
entitledbday,1.3755747961738232
involved,1.3748362653874353
translate,1.3744078003777909
circle,1.3716032381493353
48,1.369976981827242
ppls,1.3695540316641863
430,1.3690659232340538
turns,1.3686412907567915
subconscious,1.3683915691626476
turte,1.3680167601766382
parade,1.36793852038433
okok,1.3677618159010065
interaction,1.3676389131237006
prefered,1.3665727376658277
gusto,1.3665424913402908
line,1.3651786106213173
fucker,1.3651326483994017
plays,1.364584324861272
destroys,1.364402343667182
passion,1.364022336957663
knight,1.3635564735155925
dispelling,1.362545282729653
billy,1.3622034515609132
gray,1.3620486119530957
members,1.3605952117668294
shelter,1.3604635256091417
prealgebra,1.360247969796121
waer,1.360026859559592
clingy,1.359286918780794
worries,1.3591526296875278
embarassing,1.3584222641512858
ratman,1.3581470145854762
nicknames,1.357909708844875
hav,1.357746657791141
sigmarat,1.3576889779621903
definition,1.3574765370910773
journey,1.3572876571454184
wut,1.3572832454110908
manga,1.3571452534581994
disappointing,1.356819241293643
6th,1.3563291604264278
flashback,1.355636730294028
reaching,1.355518583192047
rope,1.3548510416103599
dull,1.353685733132803
project,1.3508166521878517
habe,1.3502209873699271
balance,1.3500355111817985
bisexual,1.349845239585981
store,1.349809689206808
native,1.3492258964631652
scottish,1.348045496790935
chooclate,1.3476126234066454
salted,1.347356993576995
concern,1.3469289009747063
lesson,1.3467051017704033
created,1.3465144251762187
90,1.3464409801685264
assignments,1.3457817354321548
shake,1.3457135152526012
foxes,1.3449466842695352
whyyyy,1.3444832313377368
grateful,1.3433382136271472
2828,1.3430346822350439
rascal,1.3428883253217865
unlucky,1.3426012718129332
reels,1.3421629702022804
la,1.3411465261163782
uncertain,1.3411012246521303
becuase,1.340282966856737
caprisun,1.3401247637382734
reminded,1.339106131440333
rapists,1.3389592209765855
surviving,1.3370974749286506
cook,1.336945091996884
gooo,1.3367866218821334
snd,1.3363320049859035
thst,1.336011414423749
flash,1.335322337035119
shaam,1.3352498839476465
vid,1.3349018761300695
somebody,1.3346400210200764
quarter,1.3333667104252602
experiance,1.3328146064665254
ikaw,1.3326289091945678
cows,1.332613948533262
6ft,1.3318653118820942
execution,1.3308547915409454
nty,1.3307109099644245
clown,1.3305447176946505
choke,1.3298397062719978
bruhhhh,1.3291734038176826
kep,1.3282859589236367
vague,1.3275160367727934
hehehe,1.3273171015774206
miku,1.326623087661868
drove,1.3265987317714245
italian,1.3263658459071657
puppy,1.326132425792233
paying,1.325670362634952
ear,1.3256661826831142
statues,1.3246938778891604
coats,1.3242782413271692
yayyy,1.3238876393276202
mayo,1.3236695115819852
paracetamol,1.3235463537705197
steps,1.3228600083996225
blow,1.32211584534114
pirate,1.3207039334614952
om,1.3203223074575434
stanley,1.3202854264170756
laurens,1.3193792514479488
guessing,1.319051408155504
bowl,1.3188747116120587
picking,1.3188479915041238
probally,1.3186277350479827
greeen,1.3182736637601262
nowdays,1.317318134892275
tears,1.3173143762683703
hmmmm,1.317104245344602
taje,1.3169845602470618
heavier,1.3155024853703126
caramel,1.3129625786320112
rejected,1.3115821987613825
longgg,1.3110525939482995
anytime,1.3102758049211527
boo,1.3102533860906336
studying,1.3100917339599165
sus,1.3100226952463958
oral,1.3098661564202905
machine,1.308560626175562
oye,1.3084529632463884
font,1.3084519617227293
naya,1.3080007986418334
pray,1.3069558788726605
blade,1.3058966455716234
souls,1.3057429988528968
didi,1.3051093523765331
hoing,1.303907355006514
sweetheart,1.302434641885112
jman,1.3022738605180306
taxi,1.3022065695810638
morbius,1.3021971404394685
uncomfortable,1.3020169634947483
ahte,1.3013435245891865
ideas,1.3012564158525801
everythings,1.300715199821145
disappear,1.2999828349557707
dunno,1.2998592782652052
mm,1.2990736920983972
caseoh,1.298796241163509
signals,1.2976543835067176
weirdo,1.2967511212655678
temporarily,1.2963834230685722
nga,1.2962528443264598
valerie,1.295026355980606
fears,1.2944659763891493
nicotine,1.2944319693698223
35,1.2941601702814451
whatre,1.2933378830136166
tje,1.2923659776752077
wires,1.291896942511638
talented,1.2917444711197632
influence,1.2913970558024581
rekt,1.290647304026054
mindfulness,1.2905129390105818
baguette,1.2903951618323264
backs,1.2902485850739716
needa,1.2884925959045825
yayy,1.2865922293728422
forearm,1.286426456236494
duo,1.2857756904552418
brightside,1.284690288890725
baat,1.2845023536930966
freddie,1.2840795201837998
uk,1.2834314112220473
bathrooms,1.2833616510379233
ios,1.2828508292815148
rot,1.2825814698612326
jeez,1.282490898599995
chop,1.282055753927026
ehite,1.281948797371724
iron,1.2817940259090128
fail,1.2805649125367649
howdy,1.2805245962527187
generated,1.2797142084021824
encourage,1.2794108067605197
disease,1.2794043181011123
progress,1.277274959044723
healthygamergg,1.2771667864310525
volleyball,1.2770241544887213
ngger,1.2768425929487084
insomnia,1.2765097410499464
eaten,1.2763322458641393
quitting,1.2759192432349034
aaap,1.2756360525006198
shaatt,1.2756360525006198
fools,1.2752622229598665
sheep,1.274935100005226
decide,1.2731395829441454
theme,1.2722929846358868
jilted,1.2722785262922165
73,1.2719866538612128
yards,1.2719866538612128
bipolar,1.2704412925743205
amd,1.2701857618083308
managed,1.2695972713692596
vocaloid,1.2684142133307206
questions,1.2683443921986806
traffic,1.2678858423806274
en,1.2674482240658422
rhyme,1.2669807852092867
infact,1.2666452225790585
concerts,1.2665195795044113
brown,1.2665132674372184
keychain,1.2658108817284783
alphabet,1.2654180844583467
referring,1.2649175505429715
build,1.2636175497011988
bend,1.2634691492699872
acknowledge,1.2624590810793177
gnn,1.2624159707627465
tmnt,1.2622529791870565
97,1.2621058541611763
niyo,1.2618537218801493
outer,1.2616178836427392
million,1.2600564871120412
disabled,1.259298338366937
danted,1.2579748430057607
th,1.2574210300558244
snotty,1.2565054249851006
cmon,1.255049619991496
facts,1.2547607334536983
assuming,1.2546778235304172
university,1.253704669710753
urat,1.2532123437726945
wishing,1.2530277990862173
neighborhood,1.2522014158156043
ability,1.2510245292350044
bullies,1.2504999457814785
johnson,1.2499375976621758
whichever,1.2498143372843453
adrenaline,1.2485771745935579
punctuations,1.2482332759294084
jumped,1.2480990553835356
slaps,1.2476986953933915
allowing,1.2451349255186153
complaining,1.2445761706372034
ready,1.2445183191363416
wore,1.2444954635135492
john,1.2432331460904404
liek,1.2431395257999078
weighing,1.2428405836620513
christ,1.2424946328757793
watches,1.241760938663574
mere,1.2410354836862676
er,1.241005495471681
bob,1.2407586686293413
quickest,1.2407010232674438
toaster,1.2405414079599366
scarred,1.2399712597998662
asthma,1.2388116102276983
bub,1.2381501451853463
unique,1.2375513609587818
involve,1.237153352300231
peach,1.236374384891023
78,1.2363249067090067
whit,1.2353694051491395
recent,1.2347909376822357
resend,1.2346066761743502
spectrum,1.2331436702208618
refuse,1.2330501479638183
untwist,1.2326852003104727
pains,1.2323132845403795
bold,1.2317353095268668
sorta,1.231184814150347
vibe,1.2309861002563982
plot,1.2292004727235142
koa,1.2291055878950146
hadnt,1.2290742846696228
decade,1.2289506007380688
tourment,1.2284751861518992
abd,1.2275075207339123
microphones,1.2266587928851092
10ish,1.2259129092440568
enemies,1.225389293991491
rec,1.2245497898832034
email,1.2243085239550315
avocat,1.2240894465621979
inject,1.2238752050266601
ten10,1.2238440994544166
rabba,1.2234104275077589
tripper,1.223370718398932
motivate,1.2230425450672715
nintendo,1.2226267146282064
elon,1.2225821100382066
sooooo,1.2223707935371464
teenagers,1.2221541267071652
pa,1.2217727352004915
remind,1.2217694977123197
plague,1.2210534615978017
magically,1.2210343228988352
rub,1.2205134638454085
mfs,1.219669919037674
struggled,1.2194580877800298
whike,1.2181361474102421
terribly,1.2175076504806208
uber,1.216348659074134
kaise,1.2162496086926962
pairs,1.2148501117211339
fallen,1.2137490366347694
flying,1.2136581431560203
milky,1.213265196944766
showering,1.213206701488311
lovin,1.21295918894171
spirit,1.212944449448866
offline,1.2123416850274555
cabinets,1.2115856907194549
technologies,1.2088586240490802
xtreme,1.2088586240490802
rubs,1.2085801944169965
lotbday,1.2085729304835426
senses,1.2077606818091569
dekha,1.207366116430584
sports,1.2070415828941978
darker,1.2068987114834724
vapes,1.2068398697652993
hue,1.2057314806243642
mag,1.205505462093393
bothering,1.2048029609411322
doubt,1.2044205157949461
ship,1.2024052177548066
bless,1.202142372043915
any1,1.201407852206866
discomfort,1.2010570348944816
hits,1.2009336691631878
awwie,1.2006206923966594
capricious,1.2004282840357043
ahhhhh,1.1971073284061118
bonjour,1.196877425205781
communicate,1.1953343097449174
sessions,1.1933473486565829
worship,1.1920732456884653
anyones,1.1915000874359327
exaggerate,1.1912646151325545
neighbors,1.1904319430700556
mums,1.1902656341731057
creeks,1.1897800522296205
sinasabi,1.1886991669578373
val,1.1881619610922325
easiest,1.1881217546440817
butter,1.18807980734139
hypnotize,1.1875958336871617
22,1.187593419383763
pr,1.187353302119347
politicians,1.186110708279592
graphs,1.1852988178737989
amy,1.1842225633470453
kaibigan,1.1840798162864514
bop,1.1838707484479623
siya,1.1828235515535557
lyrica,1.1825037949385477
diffeqs,1.182361173733137
faucet,1.181900262017145
corall,1.181822207723812
texted,1.1811212983554225
holmes,1.1808350276939041
chose,1.1803848419152263
dotn,1.1797325736812578
fo,1.179652138887721
tie,1.179583555436251
ek,1.1795171010292416
bizarre,1.1793631169816607
comfy,1.1791551784602743
mutant,1.1790114101327909
enlightened,1.1784886701089232
patience,1.178293611975676
affection,1.17774276837327
womens,1.177286545372108
aro,1.1757801233379275
canon,1.174994183230276
event,1.1748775601562174
tbf,1.1748590314481446
announce,1.174621679341497
dadadada,1.1743665808600983
welp,1.1743407047652947
daw,1.174205428912287
titli,1.1737763883311176
prefixes,1.1735665528104273
prescribed,1.1734864476678415
millenial,1.1726544325971446
sloppy,1.1722505833129717
addicting,1.1721663656799592
familiar,1.1716453633472828
cheetah,1.1701986074343984
oil,1.168886993228183
yapped,1.16873086573673
popped,1.168641464424752
essays,1.1675694979516218
woww,1.1674194404869898
desk,1.1670268214147121
micheal,1.1660747989192797
gor,1.1654131151150033
tips,1.1648421616131386
attacks,1.164433082390725
thay,1.1637548361470627
vhs,1.163502641611674
commas,1.1631024437197084
rmr,1.1628007067478894
rear,1.1623375002934566
classroom,1.1620328203360224
fantasies,1.1611099229783317
rumors,1.1608788700294226
ponyboy,1.1603155309048172
serum,1.1602051265871955
explains,1.159530978508636
nerve,1.159504536344812
twerking,1.159338953408041
fuentes,1.1585583393416812
vic,1.1585583393416812
sajdaaaaa,1.157999158166265
tricky,1.157847199528348
rarely,1.1573369392241943
gap,1.156935051430041
wipe,1.1568731888291497
connect,1.1568365578940571
material,1.1562067858353848
entertainment,1.1561830676361984
schlong,1.1555918673650545
scholarship,1.1554017719687277
monoxide,1.1547005383792515
carbon,1.1547005383792515
posioning,1.1547005383792515
ears,1.1543100415065009
spank,1.1533082317700285
associated,1.1526199890638247
hr,1.1526151448446589
invited,1.1522214264951285
err,1.1515136968866215
cop,1.1510594642752079
dances,1.1508900937849427
attempting,1.1502912142006614
seed,1.1487742498790876
member,1.1486703006802697
ina,1.1486502147077524
method,1.1485390972981273
served,1.1485353524739543
200,1.1483253163631544
bridge,1.1482056683500603
verse,1.1479834262406474
explosive,1.1477145320612743
closet,1.147654465415218
congratulations,1.1476263626939125
calculus,1.1475007260243668
haven,1.1473723881487226
chokehold,1.1471593182794042
raised,1.1466997364985647
pancake,1.1464959552003675
private,1.1455766097032622
afford,1.1454869181472622
sounding,1.144941336611507
convinced,1.1446764655441544
recc,1.1440752140213954
animate,1.1408876173770717
florida,1.1406995784056493
debating,1.1404453311029434
tabs,1.1404138366240573
contact,1.1402252093631857
sherloc,1.1392493973130564
wala,1.138717092224142
claim,1.1379228176367342
flavor,1.1378840868563445
messaged,1.1368892752779336
thid,1.1368390879228345
strays,1.1360719902291119
panda,1.1360018931083844
beleive,1.1359094579943019
toast,1.134462756574226
mistaken,1.1341963142622669
shampoo,1.1339594195190652
symptom,1.133882004522206
aroace,1.1338315874585918
shed,1.1329353910972801
points,1.1321336912846125
climb,1.1317678774642346
jail,1.131449010640463
decline,1.1313716536345262
lok,1.1312141124098933
expectations,1.1305593991545708
dif,1.1302509029005043
dawgs,1.1301733842880832
mimic,1.1301654551056404
transfer,1.129988507612281
chest,1.128617010558496
wildlife,1.1285771632847441
bulimia,1.1285391501839097
dignosed,1.1272112211155503
hat,1.1270921694577651
bucket,1.1268789308008327
gorgonzola,1.1268046668029736
regular,1.1250863807092442
sinking,1.1249656976572604
confront,1.1241348617926752
staring,1.1239110696930807
ground,1.1237304080502355
caramella,1.1232890054509563
mario,1.1214557232019335
chicken,1.1212542229391889
showered,1.121199085612151
yah,1.1210786644059918
junk,1.1206829306867243
program,1.1204323553907065
husband,1.120104669118415
watf,1.1196212964903096
cos,1.1185315499008837
magical,1.117564912499042
brains,1.1174070713857789
nose,1.1170342210149617
cassidy,1.1169019428716558
bcs,1.116565994736949
shots,1.1164430449190457
chronic,1.1160957067440467
auditory,1.1158906608799095
90s,1.1154036124566513
casually,1.1129693956639952
gettin,1.1128810481925533
record,1.112495822463115
according,1.1122628487917408
vocal,1.1111599712911855
cords,1.1111599712911855
entirely,1.1108016884599443
charger,1.1106183044653994
wa,1.1101245763167915
corpse,1.1101167439004456
crazyyy,1.1094805076392784
couples,1.1083313797816634
relaly,1.1081004739036515
embarrassed,1.106763050988056
neglect,1.106519013557651
horngry,1.1061194484995946
texting,1.1061150758756133
spite,1.1052167539842146
urge,1.105005842886435
highhhh,1.1029227660810181
numbers,1.1029000714563788
kniw,1.1024604037709556
ring,1.1022666136985297
stressing,1.1022326061991925
adopted,1.1021208007240362
independence,1.1016433530906917
baddies,1.1005521259291164
throat,1.100421321483771
slurs,1.1002128024711104
thousands,1.1001245081234505
crystals,1.099978417880164
yer,1.0990908772447754
golden,1.0989945007137807
dragons,1.0982292079264302
stressful,1.0981041906777032
unhappy,1.0979811380010496
ao3,1.0968104248032953
veux,1.0965807588757182
hoes,1.0965612626809635
messaging,1.0963257173475183
ace,1.095509690175184
socially,1.0951446589074036
wrecking,1.095037436842266
perspective,1.0946835626127718
stream,1.0945614056566964
transgender,1.0943430483055332
oldass,1.0941777028066497
comments,1.0939502349840242
emojis,1.0930071999549948
plzzz,1.0929245892067756
thoes,1.0927302874218907
fb,1.0917222190374765
cypher,1.0915260974387828
ref,1.0909116586944865
plastic,1.0885670033063184
vets,1.0881141571529551
fuckig,1.086652105598178
genuine,1.084281862643186
christmas,1.0842797506225539
25,1.0840116453910835
relative,1.0828041969702926
compare,1.0825841465444952
someting,1.0818735371996913
melatonin,1.0811291143758472
nation,1.0806987873627396
disability,1.0797543700681054
personally,1.0794278798164167
basilaugust,1.0792938899700855
arrest,1.077189350989375
pros,1.076295420859056
cons,1.076295420859056
scenery,1.0755177601619172
infections,1.0744731048586422
yappin,1.0744583232320812
coping,1.0744343611219147
dictate,1.0741345968607408
childish,1.0739137211051029
lisp,1.0735151424015834
piere,1.0735151424015834
constipated,1.0729708316826865
lasy,1.0726994818779108
appreciated,1.0726188002935673
britain,1.072528225687228
isn,1.072001853626111
tournament,1.071226503453579
occasionally,1.070813871205598
income,1.0704746203986255
backshots,1.0694632468305734
eant,1.0689280554848928
device,1.068806058615141
paranoia,1.0681425169873684
hea,1.0674819419904515
pro,1.066801304090606
1819,1.066698840279506
defend,1.0657511943800206
kar,1.065434035875822
tied,1.0641230372964472
dust,1.063963803508927
accomplishment,1.062285511233424
